abbrev,id,level,name,parent,slug,parent_abbrev
,7723,l,Decatur,168.0,decatur,IL
,7724,l,Deer Creek,168.0,deer-creek,IL
,7725,l,Deer Park,168.0,deer-park,IL
,7726,l,Deerfield,168.0,deerfield,IL
,7727,l,Dekalb,168.0,dekalb,IL
,7728,l,Delavan,168.0,delavan,IL
,7729,l,Des Plaines,168.0,des-plaines,IL
,7730,l,Diamond,168.0,diamond,IL
,7731,l,Dieterich,168.0,dieterich,IL
,7732,l,Divernon,168.0,divernon,IL
,7733,l,Dix,168.0,dix,IL
,7734,l,Dixmoor,168.0,dixmoor,IL
,7735,l,Dixon,168.0,dixon,IL
,7736,l,Dolton,168.0,dolton,IL
,7737,l,Dongola,168.0,dongola,IL
,7738,l,Donnellson,168.0,donnellson,IL
,7739,l,Donovan,168.0,donovan,IL
,7740,l,Dowell,168.0,dowell,IL
,7741,l,Downers Grove,168.0,downers-grove,IL
,7742,l,Downs,168.0,downs,IL
,7743,l,Du Bois,168.0,du-bois,IL
,7744,l,Du Quoin,168.0,du-quoin,IL
,7745,l,Dunfermline,168.0,dunfermline,IL
,7746,l,Dunlap,168.0,dunlap,IL
,7747,l,Dupo,168.0,dupo,IL
,7748,l,Durand,168.0,durand,IL
,7749,l,Dwight,168.0,dwight,IL
,7750,l,Earlville,168.0,earlville,IL
,7751,l,East Alton,168.0,east-alton,IL
,7752,l,East Cape Girardeau,168.0,east-cape-girardeau,IL
,7753,l,East Carondelet,168.0,east-carondelet,IL
,7754,l,East Dubuque,168.0,east-dubuque,IL
,7755,l,East Dundee,168.0,east-dundee,IL
,7756,l,East Galesburg,168.0,east-galesburg,IL
,7757,l,East Gillespie,168.0,east-gillespie,IL
,7758,l,East Hazel Crest,168.0,east-hazel-crest,IL
,7759,l,East Moline,168.0,east-moline,IL
,7760,l,East Peoria,168.0,east-peoria,IL
,7761,l,East St Louis,168.0,east-st-louis,IL
,7762,l,Easton,168.0,easton,IL
,7763,l,Edgewood,168.0,edgewood,IL
,7764,l,Edinburg,168.0,edinburg,IL
,7765,l,Edwardsville,168.0,edwardsville,IL
,7766,l,Effingham,168.0,effingham,IL
,7767,l,El Paso,168.0,el-paso,IL
,7768,l,Elburn,168.0,elburn,IL
,7769,l,Eldorado,168.0,eldorado,IL
,7770,l,Elgin,168.0,elgin,IL
,7771,l,Elizabeth,168.0,elizabeth,IL
,7772,l,Elizabethtown,168.0,elizabethtown,IL
,7773,l,Elk Grove Village,168.0,elk-grove-village,IL
,7774,l,Elkhart,168.0,elkhart,IL
,7775,l,Elkville,168.0,elkville,IL
,7776,l,Elliott,168.0,elliott,IL
,7777,l,Ellis Grove,168.0,ellis-grove,IL
,7778,l,Elmhurst,168.0,elmhurst,IL
,7779,l,Elmwood Park,168.0,elmwood-park,IL
,7780,l,Elmwood,168.0,elmwood,IL
,7781,l,Elsah,168.0,elsah,IL
,7782,l,Elwood,168.0,elwood,IL
,7783,l,Emden,168.0,emden,IL
,7784,l,Energy,168.0,energy,IL
,7785,l,Enfield,168.0,enfield,IL
,7786,l,Equality,168.0,equality,IL
,7787,l,Erie,168.0,erie,IL
,7788,l,Essex,168.0,essex,IL
,7789,l,Eureka,168.0,eureka,IL
,7790,l,Evanston,168.0,evanston,IL
,7791,l,Evansville,168.0,evansville,IL
,7792,l,Evergreen Park,168.0,evergreen-park,IL
,7793,l,Ewing,168.0,ewing,IL
,7794,l,Fairbury,168.0,fairbury,IL
,7795,l,Fairfield,168.0,fairfield,IL
,7796,l,Fairmont City,168.0,fairmont-city,IL
,7797,l,Fairmont,168.0,fairmont,IL
,7798,l,Fairmount,168.0,fairmount,IL
,7799,l,Fairview Heights,168.0,fairview-heights,IL
,7800,l,Fairview,168.0,fairview,IL
,7801,l,Farina,168.0,farina,IL
,7802,l,Farmer City,168.0,farmer-city,IL
,7803,l,Farmersville,168.0,farmersville,IL
,7804,l,Farmington,168.0,farmington,IL
,7805,l,Fayetteville,168.0,fayetteville,IL
,7806,l,Fieldon,168.0,fieldon,IL
,7807,l,Fillmore,168.0,fillmore,IL
,7808,l,Findlay,168.0,findlay,IL
,7809,l,Fisher,168.0,fisher,IL
,7810,l,Fithian,168.0,fithian,IL
,7811,l,Flanagan,168.0,flanagan,IL
,7812,l,Flat Rock,168.0,flat-rock,IL
,7813,l,Flora,168.0,flora,IL
,7814,l,Flossmoor,168.0,flossmoor,IL
,7815,l,Ford Heights,168.0,ford-heights,IL
,7816,l,Forest City,168.0,forest-city,IL
,7817,l,Forest Lake,168.0,forest-lake,IL
,7818,l,Forest Park,168.0,forest-park,IL
,7819,l,Forest View,168.0,forest-view,IL
,7820,l,Forrest,168.0,forrest,IL
,7821,l,Forreston,168.0,forreston,IL
,7822,l,Forsyth,168.0,forsyth,IL
,7823,l,Fox Lake Hills,168.0,fox-lake-hills,IL
,7824,l,Fox Lake,168.0,fox-lake,IL
,7825,l,Fox River Grove,168.0,fox-river-grove,IL
,7826,l,Fox River Valley Gardens,168.0,fox-river-valley-gardens,IL
,7827,l,Frankfort Square,168.0,frankfort-square,IL
,7828,l,Frankfort,168.0,frankfort,IL
,7829,l,Franklin Grove,168.0,franklin-grove,IL
,7830,l,Franklin Park,168.0,franklin-park,IL
,7831,l,Franklin,168.0,franklin,IL
,7832,l,Freeburg,168.0,freeburg,IL
,7833,l,Freeman Spur,168.0,freeman-spur,IL
,7834,l,Freeport,168.0,freeport,IL
,7835,l,Fulton,168.0,fulton,IL
,7836,l,Gages Lake,168.0,gages-lake,IL
,7837,l,Galatia,168.0,galatia,IL
,7838,l,Galena,168.0,galena,IL
,7839,l,Galesburg,168.0,galesburg,IL
,7840,l,Galva,168.0,galva,IL
,7841,l,Garden Prairie,168.0,garden-prairie,IL
,7842,l,Gardner,168.0,gardner,IL
,7843,l,Gays,168.0,gays,IL
,7844,l,Geneseo,168.0,geneseo,IL
,7845,l,Geneva,168.0,geneva,IL
,7846,l,Genoa,168.0,genoa,IL
,7847,l,Georgetown,168.0,georgetown,IL
,7848,l,German Valley,168.0,german-valley,IL
,7849,l,Germantown Hills,168.0,germantown-hills,IL
,7850,l,Germantown,168.0,germantown,IL
,7851,l,Gibson City,168.0,gibson-city,IL
,7852,l,Gibson,168.0,gibson,IL
,7853,l,Gifford,168.0,gifford,IL
,7854,l,Gilberts,168.0,gilberts,IL
,7855,l,Gillespie,168.0,gillespie,IL
,7856,l,Gilman,168.0,gilman,IL
,7857,l,Girard,168.0,girard,IL
,7858,l,Gladstone,168.0,gladstone,IL
,7859,l,Glasford,168.0,glasford,IL
,7860,l,Glen Carbon,168.0,glen-carbon,IL
,7861,l,Glen Ellyn,168.0,glen-ellyn,IL
,7862,l,Glencoe,168.0,glencoe,IL
,7863,l,Glendale Heights,168.0,glendale-heights,IL
,7864,l,Glenview,168.0,glenview,IL
,7865,l,Glenwood,168.0,glenwood,IL
,7866,l,Godfrey,168.0,godfrey,IL
,7867,l,Godley,168.0,godley,IL
,7868,l,Golconda,168.0,golconda,IL
,7869,l,Golden,168.0,golden,IL
,7870,l,Golf,168.0,golf,IL
,7871,l,Good Hope,168.0,good-hope,IL
,7872,l,Goodfield,168.0,goodfield,IL
,7873,l,Goodings Grove,168.0,goodings-grove,IL
,7874,l,Goofy Ridge,168.0,goofy-ridge,IL
,7875,l,Goreville,168.0,goreville,IL
,7876,l,Gorham,168.0,gorham,IL
,7877,l,Grafton,168.0,grafton,IL
,7878,l,Grand Detour,168.0,grand-detour,IL
,7879,l,Grand Ridge,168.0,grand-ridge,IL
,7880,l,Grand Tower,168.0,grand-tower,IL
,7881,l,Grandview,168.0,grandview,IL
,7882,l,Grandwood Park,168.0,grandwood-park,IL
,7883,l,Granite City,168.0,granite-city,IL
,7884,l,Grant Park,168.0,grant-park,IL
,7885,l,Grantfork,168.0,grantfork,IL
,7886,l,Granville,168.0,granville,IL
,7887,l,Grayslake,168.0,grayslake,IL
,7888,l,Grayville,168.0,grayville,IL
,7889,l,Green Oaks,168.0,green-oaks,IL
,7890,l,Green Valley,168.0,green-valley,IL
,7891,l,Greenfield,168.0,greenfield,IL
,7892,l,Greenup,168.0,greenup,IL
,7893,l,Greenview,168.0,greenview,IL
,7894,l,Greenville,168.0,greenville,IL
,7895,l,Greenwood,168.0,greenwood,IL
,7896,l,Gridley,168.0,gridley,IL
,7897,l,Griggsville,168.0,griggsville,IL
,7898,l,Gurnee,168.0,gurnee,IL
,7899,l,Hainesville,168.0,hainesville,IL
,7900,l,Hamel,168.0,hamel,IL
,7901,l,Hamilton,168.0,hamilton,IL
,7902,l,Hammond,168.0,hammond,IL
,7903,l,Hampshire,168.0,hampshire,IL
,7904,l,Hampton,168.0,hampton,IL
,7905,l,Hanaford,168.0,hanaford,IL
,7906,l,Hanna City,168.0,hanna-city,IL
,7907,l,Hanover Park,168.0,hanover-park,IL
,7908,l,Hanover,168.0,hanover,IL
,7909,l,Hardin,168.0,hardin,IL
,7910,l,Harrisburg,168.0,harrisburg,IL
,7911,l,Harrison,168.0,harrison,IL
,7912,l,Harristown,168.0,harristown,IL
,7913,l,Hartford,168.0,hartford,IL
,7914,l,Hartsburg,168.0,hartsburg,IL
,7915,l,Harvard,168.0,harvard,IL
,7916,l,Harvel,168.0,harvel,IL
,7917,l,Harvey,168.0,harvey,IL
,7918,l,Harwood Heights,168.0,harwood-heights,IL
,7919,l,Havana,168.0,havana,IL
,7920,l,Hawthorn Woods,168.0,hawthorn-woods,IL
,7921,l,Hazel Crest,168.0,hazel-crest,IL
,7922,l,Hebron,168.0,hebron,IL
,7923,l,Hecker,168.0,hecker,IL
,7924,l,Henderson,168.0,henderson,IL
,7925,l,Hennepin,168.0,hennepin,IL
,7926,l,Henning,168.0,henning,IL
,7927,l,Henry,168.0,henry,IL
,7928,l,Heritage Lake,168.0,heritage-lake,IL
,7929,l,Herrick,168.0,herrick,IL
,7930,l,Herrin,168.0,herrin,IL
,7931,l,Herscher,168.0,herscher,IL
,7932,l,Heyworth,168.0,heyworth,IL
,7933,l,Hickory Hills,168.0,hickory-hills,IL
,7934,l,Highland Park,168.0,highland-park,IL
,7935,l,Highland,168.0,highland,IL
,7936,l,Highwood,168.0,highwood,IL
,7937,l,Hillcrest,168.0,hillcrest,IL
,7938,l,Hillsboro,168.0,hillsboro,IL
,7939,l,Hillsdale,168.0,hillsdale,IL
,7940,l,Hillside,168.0,hillside,IL
,7941,l,Hinckley,168.0,hinckley,IL
,7942,l,Hindsboro,168.0,hindsboro,IL
,7943,l,Hinsdale,168.0,hinsdale,IL
,7944,l,Hodgkins,168.0,hodgkins,IL
,7945,l,Hoffman Estates,168.0,hoffman-estates,IL
,7946,l,Hoffman,168.0,hoffman,IL
,7947,l,Holiday Hills,168.0,holiday-hills,IL
,7948,l,Holiday Shores,168.0,holiday-shores,IL
,7949,l,Homer Glen,168.0,homer-glen,IL
,7950,l,Homer,168.0,homer,IL
,7951,l,Hometown,168.0,hometown,IL
,7952,l,Homewood,168.0,homewood,IL
,7953,l,Hoopeston,168.0,hoopeston,IL
,7954,l,Hooppole,168.0,hooppole,IL
,7955,l,Hopedale,168.0,hopedale,IL
,7956,l,Hopewell,168.0,hopewell,IL
,7957,l,Hopkins Park,168.0,hopkins-park,IL
,7958,l,Hoyleton,168.0,hoyleton,IL
,7959,l,Hudson,168.0,hudson,IL
,7960,l,Hull,168.0,hull,IL
,7961,l,Humboldt,168.0,humboldt,IL
,7962,l,Hume,168.0,hume,IL
,7963,l,Huntley,168.0,huntley,IL
,7964,l,Hurst,168.0,hurst,IL
,7965,l,Hutsonville,168.0,hutsonville,IL
,7966,l,Illiopolis,168.0,illiopolis,IL
,7967,l,Ina,168.0,ina,IL
,7968,l,Indian Creek,168.0,indian-creek,IL
,7969,l,Indian Head Park,168.0,indian-head-park,IL
,7970,l,Indianola,168.0,indianola,IL
,7971,l,Industry,168.0,industry,IL
,7972,l,Ingalls Park,168.0,ingalls-park,IL
,7973,l,Inverness,168.0,inverness,IL
,7974,l,Ipava,168.0,ipava,IL
,7975,l,Irving,168.0,irving,IL
,7976,l,Irvington,168.0,irvington,IL
,7977,l,Island Lake,168.0,island-lake,IL
,7978,l,Itasca,168.0,itasca,IL
,7979,l,Iuka,168.0,iuka,IL
,7980,l,Ivesdale,168.0,ivesdale,IL
,7981,l,Jacksonville,168.0,jacksonville,IL
,7982,l,Jeffersonville,168.0,jeffersonville,IL
,7983,l,Jerome,168.0,jerome,IL
,7984,l,Jerseyville,168.0,jerseyville,IL
,7985,l,Jewett,168.0,jewett,IL
,7986,l,Johnsburg,168.0,johnsburg,IL
,7987,l,Johnston City,168.0,johnston-city,IL
,7988,l,Joliet,168.0,joliet,IL
,7989,l,Jonesboro,168.0,jonesboro,IL
,7990,l,Joppa,168.0,joppa,IL
,7991,l,Joy,168.0,joy,IL
,7992,l,Junction City,168.0,junction-city,IL
,7993,l,Justice,168.0,justice,IL
,7994,l,Kampsville,168.0,kampsville,IL
,7995,l,Kane,168.0,kane,IL
,7996,l,Kaneville,168.0,kaneville,IL
,7997,l,Kangley,168.0,kangley,IL
,7998,l,Kankakee,168.0,kankakee,IL
,7999,l,Kansas,168.0,kansas,IL
,8000,l,Kappa,168.0,kappa,IL
,8001,l,Karnak,168.0,karnak,IL
,8002,l,Keensburg,168.0,keensburg,IL
,8003,l,Keithsburg,168.0,keithsburg,IL
,8004,l,Kell,168.0,kell,IL
,8005,l,Kempton,168.0,kempton,IL
,8006,l,Kenilworth,168.0,kenilworth,IL
,8007,l,Kenney,168.0,kenney,IL
,8008,l,Kewanee,168.0,kewanee,IL
,8009,l,Keyesport,168.0,keyesport,IL
,8010,l,Kilbourne,168.0,kilbourne,IL
,8011,l,Kildeer,168.0,kildeer,IL
,8012,l,Kincaid,168.0,kincaid,IL
,8013,l,Kinderhook,168.0,kinderhook,IL
,8014,l,Kingston Mines,168.0,kingston-mines,IL
,8015,l,Kingston,168.0,kingston,IL
,8016,l,Kinmundy,168.0,kinmundy,IL
,8017,l,Kirkland,168.0,kirkland,IL
,8018,l,Kirkwood,168.0,kirkwood,IL
,8019,l,Knollwood,168.0,knollwood,IL
,8020,l,Knoxville,168.0,knoxville,IL
,8021,l,La Fayette,168.0,la-fayette,IL
,8022,l,La Grange Park,168.0,la-grange-park,IL
,8023,l,La Grange,168.0,la-grange,IL
,8024,l,La Harpe,168.0,la-harpe,IL
,8025,l,La Moille,168.0,la-moille,IL
,8026,l,La Salle,168.0,la-salle,IL
,8027,l,Lacon,168.0,lacon,IL
,8028,l,Ladd,168.0,ladd,IL
,8029,l,Lake Barrington,168.0,lake-barrington,IL
,8030,l,Lake Bluff,168.0,lake-bluff,IL
,8031,l,Lake Camelot,168.0,lake-camelot,IL
,8032,l,Lake Catherine,168.0,lake-catherine,IL
,8033,l,Lake Forest,168.0,lake-forest,IL
,8034,l,Lake Holiday,168.0,lake-holiday,IL
,8035,l,Lake In The Hills,168.0,lake-in-the-hills,IL
,8036,l,Lake Ka-Ho,168.0,lake-ka-ho,IL
,8037,l,Lake of the Woods,168.0,lake-of-the-woods,IL
,8038,l,Lake Petersburg,168.0,lake-petersburg,IL
,8039,l,Lake Summerset,168.0,lake-summerset,IL
,8040,l,Lake Zurich,168.0,lake-zurich,IL
,8041,l,Lakemoor,168.0,lakemoor,IL
,8042,l,Lakewood Shores,168.0,lakewood-shores,IL
,8043,l,Lakewood,168.0,lakewood,IL
,8044,l,Lanark,168.0,lanark,IL
,8045,l,Langleyville,168.0,langleyville,IL
,8046,l,Lansing,168.0,lansing,IL
,8047,l,LaPlace,168.0,laplace,IL
,8048,l,Latham,168.0,latham,IL
,8049,l,Lawrenceville,168.0,lawrenceville,IL
,8050,l,Le Roy,168.0,le-roy,IL
,8051,l,Leaf River,168.0,leaf-river,IL
,8052,l,Lebanon,168.0,lebanon,IL
,8053,l,Lee,168.0,lee,IL
,8054,l,Leland Grove,168.0,leland-grove,IL
,8055,l,Leland,168.0,leland,IL
,8056,l,Lemont,168.0,lemont,IL
,8057,l,Lena,168.0,lena,IL
,8058,l,Lenzburg,168.0,lenzburg,IL
,8059,l,Lerna,168.0,lerna,IL
,8060,l,Lewistown,168.0,lewistown,IL
,8061,l,Lexington,168.0,lexington,IL
,8062,l,Liberty,168.0,liberty,IL
,8063,l,Libertyville,168.0,libertyville,IL
,8064,l,Lily Lake,168.0,lily-lake,IL
,8065,l,Limestone,168.0,limestone,IL
,8066,l,Lincoln,168.0,lincoln,IL
,8067,l,Lincolnshire,168.0,lincolnshire,IL
,8068,l,Lincolnwood,168.0,lincolnwood,IL
,8069,l,Lindenhurst,168.0,lindenhurst,IL
,8070,l,Lisbon,168.0,lisbon,IL
,8071,l,Lisle,168.0,lisle,IL
,8072,l,Litchfield,168.0,litchfield,IL
,8073,l,Little York,168.0,little-york,IL
,8074,l,Livingston,168.0,livingston,IL
,8075,l,Loami,168.0,loami,IL
,8076,l,Lockport,168.0,lockport,IL
,8077,l,Loda,168.0,loda,IL
,8078,l,Lomax,168.0,lomax,IL
,8079,l,Lombard,168.0,lombard,IL
,8080,l,London Mills,168.0,london-mills,IL
,8081,l,Long Creek,168.0,long-creek,IL
,8082,l,Long Grove,168.0,long-grove,IL
,8083,l,Long Lake,168.0,long-lake,IL
,8084,l,Long Point,168.0,long-point,IL
,8085,l,Loraine,168.0,loraine,IL
,8086,l,Lost Nation,168.0,lost-nation,IL
,8087,l,Lostant,168.0,lostant,IL
,8088,l,Louisville,168.0,louisville,IL
,8089,l,Loves Park,168.0,loves-park,IL
,8090,l,Lovington,168.0,lovington,IL
,8091,l,Ludlow,168.0,ludlow,IL
,8092,l,Lyndon,168.0,lyndon,IL
,8093,l,Lynwood,168.0,lynwood,IL
,8094,l,Lyons,168.0,lyons,IL
,8095,l,Machesney Park,168.0,machesney-park,IL
,8096,l,Mackinaw,168.0,mackinaw,IL
,8097,l,Macomb,168.0,macomb,IL
,8098,l,Macon,168.0,macon,IL
,8099,l,Madison,168.0,madison,IL
,8100,l,Magnolia,168.0,magnolia,IL
,8101,l,Mahomet,168.0,mahomet,IL
,8102,l,Makanda,168.0,makanda,IL
,8103,l,Malden,168.0,malden,IL
,8104,l,Malta,168.0,malta,IL
,8105,l,Manchester,168.0,manchester,IL
,8106,l,Manhattan,168.0,manhattan,IL
,8107,l,Manito,168.0,manito,IL
,8108,l,Manlius,168.0,manlius,IL
,8109,l,Mansfield,168.0,mansfield,IL
,8110,l,Manteno,168.0,manteno,IL
,8111,l,Maple Park,168.0,maple-park,IL
,8112,l,Mapleton,168.0,mapleton,IL
,8113,l,Maquon,168.0,maquon,IL
,8114,l,Marengo,168.0,marengo,IL
,8115,l,Marine,168.0,marine,IL
,8116,l,Marion,168.0,marion,IL
,8117,l,Marissa,168.0,marissa,IL
,8118,l,Mark,168.0,mark,IL
,8119,l,Markham,168.0,markham,IL
,8120,l,Maroa,168.0,maroa,IL
,8121,l,Marquette Heights,168.0,marquette-heights,IL
,8122,l,Marseilles,168.0,marseilles,IL
,8123,l,Marshall,168.0,marshall,IL
,8124,l,Martinsville,168.0,martinsville,IL
,8125,l,Martinton,168.0,martinton,IL
,8126,l,Maryville,168.0,maryville,IL
,8127,l,Mascoutah,168.0,mascoutah,IL
,8128,l,Mason City,168.0,mason-city,IL
,8129,l,Mason,168.0,mason,IL
,8130,l,Matherville,168.0,matherville,IL
,8131,l,Matteson,168.0,matteson,IL
,8132,l,Mattoon,168.0,mattoon,IL
,8133,l,Maywood,168.0,maywood,IL
,8134,l,Mazon,168.0,mazon,IL
,8135,l,Mcclure,168.0,mcclure,IL
,8136,l,Mccook,168.0,mccook,IL
,8137,l,Mccullom Lake,168.0,mccullom-lake,IL
,8138,l,Mclean,168.0,mclean,IL
,8139,l,Mcleansboro,168.0,mcleansboro,IL
,8140,l,Mcnabb,168.0,mcnabb,IL
,8141,l,Mechanicsburg,168.0,mechanicsburg,IL
,8142,l,Medora,168.0,medora,IL
,8143,l,Melrose Park,168.0,melrose-park,IL
,8144,l,Melvin,168.0,melvin,IL
,8145,l,Mendon,168.0,mendon,IL
,8146,l,Mendota,168.0,mendota,IL
,8147,l,Menominee,168.0,menominee,IL
,8148,l,Meredosia,168.0,meredosia,IL
,8149,l,Merrionette Park,168.0,merrionette-park,IL
,8150,l,Metamora,168.0,metamora,IL
,8151,l,Metropolis,168.0,metropolis,IL
,8152,l,Mettawa,168.0,mettawa,IL
,8153,l,Middletown,168.0,middletown,IL
,8154,l,Midlothian,168.0,midlothian,IL
,8155,l,Milan,168.0,milan,IL
,8156,l,Milford,168.0,milford,IL
,8157,l,Mill Shoals,168.0,mill-shoals,IL
,8158,l,Millbrook,168.0,millbrook,IL
,8159,l,Milledgeville,168.0,milledgeville,IL
,8160,l,Millington,168.0,millington,IL
,8161,l,Millstadt,168.0,millstadt,IL
,8162,l,Milton,168.0,milton,IL
,8163,l,Mineral,168.0,mineral,IL
,8164,l,Minier,168.0,minier,IL
,8165,l,Minonk,168.0,minonk,IL
,8166,l,Minooka,168.0,minooka,IL
,8167,l,Mitchell,168.0,mitchell,IL
,8168,l,Mokena,168.0,mokena,IL
,8169,l,Moline,168.0,moline,IL
,8170,l,Momence,168.0,momence,IL
,8171,l,Monee,168.0,monee,IL
,8172,l,Monmouth,168.0,monmouth,IL
,8173,l,Monroe Center,168.0,monroe-center,IL
,8174,l,Montgomery,168.0,montgomery,IL
,8175,l,Monticello,168.0,monticello,IL
,8176,l,Morris,168.0,morris,IL
,8177,l,Morrison,168.0,morrison,IL
,8178,l,Morrisonville,168.0,morrisonville,IL
,8179,l,Morton Grove,168.0,morton-grove,IL
,8180,l,Morton,168.0,morton,IL
,8181,l,Mound City,168.0,mound-city,IL
,8182,l,Mounds,168.0,mounds,IL
,8183,l,Mount Auburn,168.0,mount-auburn,IL
,8184,l,Mount Carmel,168.0,mount-carmel,IL
,8185,l,Mount Carroll,168.0,mount-carroll,IL
,8186,l,Mount Clare,168.0,mount-clare,IL
,8187,l,Mount Morris,168.0,mount-morris,IL
,8188,l,Mount Olive,168.0,mount-olive,IL
,8189,l,Mount Prospect,168.0,mount-prospect,IL
,8190,l,Mount Pulaski,168.0,mount-pulaski,IL
,8191,l,Mount Sterling,168.0,mount-sterling,IL
,8192,l,Mount Vernon,168.0,mount-vernon,IL
,8193,l,Mount Zion,168.0,mount-zion,IL
,8194,l,Moweaqua,168.0,moweaqua,IL
,8195,l,Mulberry Grove,168.0,mulberry-grove,IL
,8196,l,Mundelein,168.0,mundelein,IL
,8197,l,Murphysboro,168.0,murphysboro,IL
,8198,l,Murrayville,168.0,murrayville,IL
,8199,l,Naperville,168.0,naperville,IL
,8200,l,Naplate,168.0,naplate,IL
,8201,l,Nashville,168.0,nashville,IL
,8202,l,Nason,168.0,nason,IL
,8203,l,Nauvoo,168.0,nauvoo,IL
,8204,l,Nebo,168.0,nebo,IL
,8205,l,Neoga,168.0,neoga,IL
,8206,l,Neponset,168.0,neponset,IL
,8207,l,New Athens,168.0,new-athens,IL
,8208,l,New Baden,168.0,new-baden,IL
,8209,l,New Berlin,168.0,new-berlin,IL
,8210,l,New Boston,168.0,new-boston,IL
,8211,l,New Burnside,168.0,new-burnside,IL
,8212,l,New Canton,168.0,new-canton,IL
,8213,l,New Douglas,168.0,new-douglas,IL
,8214,l,New Grand Chain,168.0,new-grand-chain,IL
,8215,l,New Haven,168.0,new-haven,IL
,8216,l,New Holland,168.0,new-holland,IL
,8217,l,New Lenox,168.0,new-lenox,IL
,8218,l,New Millford,168.0,new-millford,IL
,8219,l,New Minden,168.0,new-minden,IL
,8220,l,Newark,168.0,newark,IL
,8221,l,Newman,168.0,newman,IL
,8222,l,Newton,168.0,newton,IL
,8223,l,Niantic,168.0,niantic,IL
,8224,l,Niles,168.0,niles,IL
,8225,l,Nilwood,168.0,nilwood,IL
,8226,l,Noble,168.0,noble,IL
,8227,l,Nokomis,168.0,nokomis,IL
,8228,l,Normal,168.0,normal,IL
,8229,l,Norridge,168.0,norridge,IL
,8230,l,Norris City,168.0,norris-city,IL
,8231,l,Norris,168.0,norris,IL
,8232,l,North Aurora,168.0,north-aurora,IL
,8233,l,North Barrington,168.0,north-barrington,IL
,8234,l,North Chicago,168.0,north-chicago,IL
,8235,l,North City,168.0,north-city,IL
,8236,l,North Pekin,168.0,north-pekin,IL
,8237,l,North Riverside,168.0,north-riverside,IL
,8238,l,North Utica,168.0,north-utica,IL
,8239,l,Northbrook,168.0,northbrook,IL
,8240,l,Northfield,168.0,northfield,IL
,8241,l,Northlake,168.0,northlake,IL
,8242,l,Norwood,168.0,norwood,IL
,8243,l,OFallon,168.0,ofallon,IL
,8244,l,Oak Brook,168.0,oak-brook,IL
,8245,l,Oak Forest,168.0,oak-forest,IL
,8246,l,Oak Grove,168.0,oak-grove,IL
,8247,l,Oak Lawn,168.0,oak-lawn,IL
,8248,l,Oak Run,168.0,oak-run,IL
,8249,l,Oakbrook Terrace,168.0,oakbrook-terrace,IL
,8250,l,Oakdale,168.0,oakdale,IL
,8251,l,Oakford,168.0,oakford,IL
,8252,l,Oakland,168.0,oakland,IL
,8253,l,Oakwood Hills,168.0,oakwood-hills,IL
,8254,l,Oakwood,168.0,oakwood,IL
,8255,l,Oblong,168.0,oblong,IL
,8256,l,Odell,168.0,odell,IL
,8257,l,Odin,168.0,odin,IL
,8258,l,Ogden,168.0,ogden,IL
,8259,l,Oglesby,168.0,oglesby,IL
,8260,l,Ohio,168.0,ohio,IL
,8261,l,Okawville,168.0,okawville,IL
,8262,l,Olive Branch,168.0,olive-branch,IL
,8263,l,Olivet,168.0,olivet,IL
,8264,l,Olmsted,168.0,olmsted,IL
,8265,l,Olney,168.0,olney,IL
,8266,l,Olympia Fields,168.0,olympia-fields,IL
,8267,l,Omaha,168.0,omaha,IL
,8268,l,Onarga,168.0,onarga,IL
,8269,l,Oneida,168.0,oneida,IL
,8270,l,Opdyke,168.0,opdyke,IL
,8271,l,Oquawka,168.0,oquawka,IL
,8272,l,Orangeville,168.0,orangeville,IL
,8273,l,Oreana,168.0,oreana,IL
,8274,l,Oregon,168.0,oregon,IL
,8275,l,Aberdeen,54.0,aberdeen,IL
,8276,l,Adams County,54.0,adams-county,IL
,8277,l,Airway Heights,54.0,airway-heights,IL
,8278,l,Albion,54.0,albion,IL
,8279,l,Algona,54.0,algona,IL
,8280,l,Almira,54.0,almira,IL
,8281,l,Anacortes,54.0,anacortes,IL
,8282,l,Arlington,54.0,arlington,IL
,8283,l,Asotin,54.0,asotin,IL
,8284,l,Asotin County,54.0,asotin-county,IL
,8285,l,Auburn,54.0,auburn,IL
,8286,l,Bainbridge Island,54.0,bainbridge-island,IL
,8287,l,Battle Ground,54.0,battle-ground,IL
,8288,l,Beaux Arts Village,54.0,beaux-arts-village,IL
,8289,l,Bellingham,54.0,bellingham,IL
,8290,l,Benton City,54.0,benton-city,IL
,8291,l,Benton County,54.0,benton-county,IL
,8292,l,Bingen,54.0,bingen,IL
,8293,l,Black Diamond,54.0,black-diamond,IL
,8294,l,Blaine,54.0,blaine,IL
,8295,l,Bonney Lake,54.0,bonney-lake,IL
,8296,l,Bothell,54.0,bothell,IL
,8297,l,Bremerton,54.0,bremerton,IL
,8298,l,Brewster,54.0,brewster,IL
,8299,l,Bridgeport,54.0,bridgeport,IL
,8300,l,Brier,54.0,brier,IL
,8301,l,Buckley,54.0,buckley,IL
,8302,l,Bucoda,54.0,bucoda,WA
,8303,l,Burien,54.0,burien,WA
,8304,l,Burlington,54.0,burlington,WA
,8305,l,Camas,54.0,camas,WA
,8306,l,Carbonado,54.0,carbonado,WA
,8307,l,Carnation,54.0,carnation,WA
,8308,l,Cashmere,54.0,cashmere,WA
,8309,l,Castle Rock,54.0,castle-rock,WA
